# Time in s;Static pressure in hPa;Temperature in C;Differential pressure voltage as digital value in -
9.426868000000000691e+00;1.010150024414062500e+03;2.639999961853027344e+01;1.530000000000000000e+02
9.468956000000000373e+00;1.010219970703125000e+03;2.639999961853027344e+01;1.560000000000000000e+02
9.511055999999999955e+00;1.010229980468750000e+03;2.639999961853027344e+01;1.540000000000000000e+02
9.553164000000000655e+00;1.010260009765625000e+03;2.639999961853027344e+01;1.520000000000000000e+02
9.595259999999999678e+00;1.010200012207031250e+03;2.639999961853027344e+01;1.520000000000000000e+02
9.637363999999999820e+00;1.010260009765625000e+03;2.639999961853027344e+01;1.530000000000000000e+02
9.679460000000000619e+00;1.010250000000000000e+03;2.639999961853027344e+01;1.530000000000000000e+02
9.721564000000000760e+00;1.010309997558593750e+03;2.639999961853027344e+01;1.530000000000000000e+02
9.763659999999999783e+00;1.010219970703125000e+03;2.639999961853027344e+01;1.510000000000000000e+02
9.805756000000000583e+00;1.010330017089843750e+03;2.639999961853027344e+01;1.520000000000000000e+02
9.847835999999999146e+00;1.010229980468750000e+03;2.639999961853027344e+01;1.510000000000000000e+02
9.889939999999999287e+00;1.010299987792968750e+03;2.639999961853027344e+01;1.510000000000000000e+02
9.932036000000000087e+00;1.010229980468750000e+03;2.639999961853027344e+01;1.510000000000000000e+02
9.974135999999999669e+00;1.010200012207031250e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.001623999999999981e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.005833999999999939e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.010043199999999963e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.014253199999999921e+01;1.010159973144531250e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.018462800000000001e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.022671599999999970e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.026881999999999984e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.031091200000000008e+01;1.010309997558593750e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.035301600000000022e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.039512399999999914e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.043723199999999984e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.047932400000000008e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.052141600000000032e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.056351199999999935e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.060559600000000025e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.064770399999999917e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.068981999999999921e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.073191600000000001e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.077402400000000071e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.081611999999999973e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.490000000000000000e+02
1.085821999999999932e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.090030800000000077e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.094238799999999934e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.098447600000000079e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.102657600000000038e+01;1.010289978027343750e+03;2.639999961853027344e+01;1.490000000000000000e+02
1.106867599999999996e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.111078000000000010e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.115289199999999958e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.119499199999999917e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.123709599999999931e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.127918000000000021e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.132127599999999923e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.136336400000000069e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.140546400000000027e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.144756800000000041e+01;1.010289978027343750e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.148965600000000009e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.153176799999999957e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.157386799999999916e+01;1.010280029296875000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.161597599999999986e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.480000000000000000e+02
1.165807599999999944e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.470000000000000000e+02
1.170015599999999978e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.480000000000000000e+02
1.174224000000000068e+01;1.010299987792968750e+03;2.639999961853027344e+01;1.480000000000000000e+02
1.178433599999999970e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.470000000000000000e+02
1.182644400000000040e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.480000000000000000e+02
1.186853999999999942e+01;1.010280029296875000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.191063600000000022e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.195274000000000036e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.490000000000000000e+02
1.199483200000000060e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.203693999999999953e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.207903199999999977e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.212111600000000067e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.490000000000000000e+02
1.216322399999999959e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.220532799999999973e+01;1.010280029296875000e+03;2.639999961853027344e+01;1.490000000000000000e+02
1.224741599999999941e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.228952800000000067e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.233161999999999914e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.237371199999999938e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.241581200000000074e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.480000000000000000e+02
1.245790799999999976e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.490000000000000000e+02
1.249999599999999944e+01;1.010169982910156250e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.254210400000000014e+01;1.010299987792968750e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.258419199999999982e+01;1.010169982910156250e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.262630000000000052e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.266840400000000066e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.271049599999999913e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.275259199999999993e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.279469199999999951e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.283679599999999965e+01;1.010270019531250000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.287887599999999999e+01;1.010270019531250000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.292098400000000069e+01;1.010280029296875000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.296307999999999971e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.300518800000000041e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.304729999999999990e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.308939600000000070e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.313150399999999962e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.317359199999999930e+01;1.010299987792968750e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.321568000000000076e+01;1.010289978027343750e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.325776399999999988e+01;1.010270019531250000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.329986800000000002e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.334196799999999961e+01;1.010270019531250000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.338405599999999929e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.342615999999999943e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.346825199999999967e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.351034399999999991e+01;1.010159973144531250e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.355245599999999939e+01;1.010280029296875000e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.359453599999999973e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.363660800000000073e+01;1.010280029296875000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.367869999999999919e+01;1.010270019531250000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.372080000000000055e+01;1.010289978027343750e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.376288800000000023e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.380499200000000037e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.384708400000000061e+01;1.010280029296875000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.388917600000000085e+01;1.010289978027343750e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.393127199999999988e+01;1.010289978027343750e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.397334400000000088e+01;1.010289978027343750e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.401542800000000000e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.405750800000000034e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.409960000000000058e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.414170400000000072e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.418380800000000086e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.422591199999999922e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.426800399999999946e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.431010400000000082e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.435220400000000041e+01;1.010289978027343750e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.439429200000000009e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.443637999999999977e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.447849199999999925e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.452058399999999949e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.456269200000000019e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.460479600000000033e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.464689599999999992e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.468900400000000062e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.473109600000000086e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.477317999999999998e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.481526000000000032e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.485735599999999934e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.489946400000000004e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.494156399999999962e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.498365599999999986e+01;1.010159973144531250e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.502574800000000010e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.506784000000000034e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.510995199999999983e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.515206000000000053e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.519415599999999955e+01;1.010280029296875000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.523625599999999913e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.527835999999999927e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.532044800000000073e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.536256000000000022e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.540464799999999990e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.544675200000000004e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.548885600000000018e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.553094399999999986e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.557302800000000076e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.490000000000000000e+02
1.561512800000000034e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.565722799999999992e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.569932400000000072e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.480000000000000000e+02
1.574144000000000077e+01;1.010289978027343750e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.578353599999999979e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.582561600000000013e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.490000000000000000e+02
1.586772000000000027e+01;1.010280029296875000e+03;2.639999961853027344e+01;1.490000000000000000e+02
1.590980799999999995e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.490000000000000000e+02
1.595190799999999953e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.599400400000000033e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.603611199999999926e+01;1.010169982910156250e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.607820399999999950e+01;1.010169982910156250e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.612030800000000141e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.500000000000000000e+02
1.616241600000000034e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.620452799999999982e+01;1.010109985351562500e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.624662000000000006e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.628869999999999862e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.633079199999999886e+01;1.010280029296875000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.637289600000000078e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.560000000000000000e+02
1.641499599999999859e+01;1.010270019531250000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.645708399999999827e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.649919600000000131e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.654129599999999911e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.658339600000000047e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.662548800000000071e+01;1.010280029296875000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.666757199999999983e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.670965999999999951e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.675176799999999844e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.679387600000000091e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.683596800000000115e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.687808800000000176e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.692017600000000144e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.696227999999999980e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.700437200000000004e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.704645999999999972e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.708853999999999829e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.713065200000000132e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.717274799999999857e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.721483999999999881e+01;1.010320007324218750e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.725695199999999829e+01;1.010289978027343750e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.729905600000000021e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.734115600000000157e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.560000000000000000e+02
1.738325599999999937e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.742534399999999906e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.560000000000000000e+02
1.746742800000000173e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.750952799999999954e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.560000000000000000e+02
1.755163200000000145e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.560000000000000000e+02
1.759372000000000114e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.570000000000000000e+02
1.763583600000000118e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.560000000000000000e+02
1.767793599999999898e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.772004400000000146e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.776213200000000114e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.780421199999999970e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.784629599999999883e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.560000000000000000e+02
1.788839600000000019e+01;1.010159973144531250e+03;2.639999961853027344e+01;1.570000000000000000e+02
1.793050399999999911e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.797259999999999991e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.801471199999999939e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.805681600000000131e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.809890400000000099e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.570000000000000000e+02
1.814100799999999936e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.818311200000000127e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.822519199999999984e+01;1.010150024414062500e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.826729200000000120e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.830940000000000012e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.835150000000000148e+01;1.010150024414062500e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.839361200000000096e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.843571599999999933e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.847783199999999937e+01;1.010159973144531250e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.851992399999999961e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.560000000000000000e+02
1.856200400000000172e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.860407999999999973e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.864617199999999997e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.868826400000000021e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.873036799999999857e+01;1.010270019531250000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.877245999999999881e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.881456000000000017e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.885666399999999854e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.889876800000000046e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.550000000000000000e+02
